	8540
	8550
	8560
	8570
	8580
	8590
	8600
	8610
	8620
	8630
	8640
	8650
	8660
	8670
	8680
	8690
	8700
	8710
	8720
	8730
	8740
	8750
	8760
	8770
	8780
	8790
	8800
	8810
	8820
	8830
	8840
	8850
	8860
	8870
	8880
	8890
	8900
	8910
	8920
	8930
	8940
	9640
	9650
	9660
	9670
	12010
	12020
	12030
	12040
	55100
	55110
	55120
	55130
	55140
	55150
	55160
	55170
	55180
	55190
	55200
	55210
	291370
	291390
	291410
	291430
	291380
	291400
	291420
	291440
	55380
	55390
	55500
	55510
	55700
	55710
	55720
	55730
	9680
	9690
	9700
	9710
	291340
	291360
	55370
	55690
	9720
	291530
	291540
	55450
	55770
	9760
	291470
	291480
	55420
	55740
	9730
	291490
	291500
	55430
	55750
	9740
	18010
	18020
	18070
	9910
	9920
	18080
	18030
	18040
	18050
	18060
	18090
	291510
	291520
	55440
	55760
	9750
	220
	210
	3200
	4030
	2190
	5130
	7170
	10140
	10150
	13130
	11100
	12140
	57140
	15090
	20140
	23130
	31120
	22140
	20150
	27140
	25090
	20200
	33130
	33100
	32140
	40050
	37140
	35090
	40140
	33140
	31110
	32150
	40150
	47140
	55090
	8980
	8990
	9510
	9520
	9530
	9540
	72800
	72810
	72820
	72830
	72840
	72850
}

List MobWhitelist
{
	271
	272
	273
	274
	275
	276
	277
	278
	279
	280
	281
	282
	283
	2831
	8408
	9430
	9431
	719
	7191
	472
	4721
	676
	6761
	880
	8801
	878
	8781
	9263
	9264
	8424
	689
	8407
	879
	8421
	964
	8433
	470
	8406
	471
	8302
	949
	8424
	710
	711
	713
	463
	464
	465
	959
	960
	961
	860
	861
	866
	460
	461
	467
	941
	942
	945
	712
	714
	715
	716
	717
	718
	462
	466
	473
	474
	475
	476
	477
	478
	479
	480
	481
	469
	670
	671
	672
	673
	674
	675
	9330
	9331
	9332
	9333
	870
	871
	873
	862
	863
	864
	867
	868
	869
	875
	874
	872
	876
	8750
	8751
	8752
	8753
	4139
	4140
	4141
	4142
	4143
	4144
	4145
	4146
	4147
	4148
	4149
	4150
	4151
	4152
	4153
	4154
	4155
	4156
	4157
	4158
	4159
	8472
	8473
	8474
	8475
	8476
	24361
	24362
	24363
	24364
	24365
	24366
	24367
	24368
	24369
	24370
	24371
	24372
	24373
	24374
	24375
	24376
	24377
	24378
	24379
	24380
	24381
	24382
	24383
	24384
	24385
	24386
	24387
	24388
	24389
	24482
	24483
	24484
	24485
	24486
	24487
	24488
	28494
	28495
	28496
	28497
	28498
	28499
	4399
	4400
	4401
	4402
	4403
	4404
	4405
	4406
	4407
	4408
	55022
	8702
	8703
	220
	219
	218
	55013
	55014
	55015
	221
	222
	223
	224
	225
	226
	227
	228
	207
	208
	209
	55016
	55018
	210
	211
	212
	213
	214
	215
	216
	217
	4409
	4410
	55000
	55001
	55002
	55019
	55021
	55003
	55004
	55005
	55006
	55007
	55008
	55009
	55010
	55011
	55012
}

List CostumeWeaponVnum	
{	
	411109
	411119
	411129
	411139
	411149
	411159
	411169
	421509
	421519
	421529
	421539
	421549
	421559
	421569
	411509
	411519
	411529
	411539
	411549
	411559
	411569
	411709
	411719
	411729
	411739
	411749
	411759
	411769
	410909
	410919
	410929
	410939
	410949
	410959
	410969
	42409
	42419
	42429
	42439
	42449
	42459
	42469
	411609
	411619
	411629
	411639
	411649
	411659
	411669
	411309
	411319
	411329
	411339
	411349
	411359
	411369
	40129
	40130
	40131
	40132
	40133
	40134
	40108
	40109
	40110
	40111
	40112
	40113
	48649
	48659
	48669
	48679
	48689
	48699
	48709
	100029
	10003019
	10002019
	10004009
	10007019
	100039
	10003029
	10002029
	10001019
	10005009
	10007029
	100049
	10003039
	10002039
	10004019
	10005019
	10007039
	100059
	10003049
	10002049
	10001029
	10005029
	10007049
	100069
	10003059
	10002059
	10004029
	10007059
	1000299
	10003219
	10002159
	10001179
	10005119
	10007169
	100079
	10003069
	10002069
	10001039
	10005039
	10007069
	100089
	10003079
	10002079
	10001049
	10005049
	10007079
	100099
	10003089
	10002089
	10001059
	10005059
	10007089
	1000109
	10003099
	10002099
	10001069
	10007099
	1000119
	10003109
	10002109
	10001079
	10005069
	10007109
	1000129
	10003119
	10002119
	10001089
	10005079
	10007119
	1000139
	10003129
	10002129
	10001099
	10005089
	10007129
	1000169
	1000249
	10003149
	10002139
	10001119
	10005099
	10007139
	1000179
	1000259
	10003159
	10002189
	10001129
	10007159
	1000209
	1000469
	1000479
	10001349
	10002379
	10005349
	10007379
	1000309
	10003229
	10002209
	10001189
	10005169
	10007309
	1000509
	10003509
	10002509
	10001509
	10005509
	10007509
	721579
	721589
	721599
	721609
	721619
	721629
	721639
	42709
	42719
	42729
	42739
	42749
	42759
	42769
	42809
	42819
	42839
	42849
	42859
	42869
	42909
	42919
	42939
	42949
	42959
	42969
	43309
	43319
	43329
	43339
	43349
	43359
	43369
	43409
	43419
	43429
	43439
	43449
	43459
	43469
	411209
	411219
	411229
	411239
	411249
	411259
	411269
	56279
	56280
	56281
	56282
	56283
	56284
	56285
	56272
	56273
	56274
	56275
	56276
	56277
	56278
	56265
	56266
	56267
	56268
	56269
	56270
	56271
	42609
	42619
	42629
	42639
	42649
	42659
	42669
	43109
	43119
	43129
	43139
	43149
	43159
	43169
	43209
	43219
	43229
	43239
	43249
	43259
	43269
	510509
	510519
	510529
	510539
	510549
	510559
	510569
	43609
	43619
	43629
	43639
	43649
	43659
	43669
	48579
	48589
	48599
	48609
	48619
	48629
	48639
}

List CostumeArmorVnum
{
	41584
	41585
	41586
	41587
	41117
	41118
	41324
	41325
	41320
	41321
	41496
	41497
	41498
	41499
	41528
	41529
	41530
	41531
	41560
	41561
	41562
	41563
	48359
	48369
	48379
	48389
	511089
	511099
	511109
	511119
	511129
	511139
	511149
	511159
	431009
	431019
	431029
	431039
	431049
	431059
	431069
	431079
	6621780
	6621781
	6621782
	6621783
	41600
	41601
	41602
	41603
	41678
	41680
	41679
	41681
	41901
	41902
	41903
	41003
	41004
	100011219
	100011419
	100011619
	100011819
	100011229
	100011429
	100011629
	100011829
	100011239
	100011439
	100011639
	100011839
	100011249
	100011449
	100011649
	100011849
	100011259
	100011459
	100011659
	100011859
	100011269
	100011469
	100011669
	100011869
	100011279
	100011479
	100011679
	100011879
	100011289
	100011489
	100011689
	100011889
	100012019
	100012029
	100012039
	100012049
	100019299
	100019499
	100019699
	100019899
	41315
	41316
	44729
	44739
	44749
	44759
	44689
	44699
	44709
	44719
	232632
	232633
	232634
	232635
	332009
	332019
	332029
	332039
	44899
	44909
	44919
	44929
	48399
	48409
	48419
	48429
	49359
	49369
	49379
	49389
	431249
	431259
	431269
	431279
	43809
	43819
	43829
	43839
	49959
	49969
	49979
	49989
	43969
	43979
	43989
	43999
	72867
	72868
	72869
	72870
	44049
	44059
	44069
	44079
	514109
	514119
	514129
	514139
	515109
	515119
	515129
	515139
	44009
	44019
	44029
	44039
	43889
	43899
	43909
	43919
	44509
	44519
	44529
	44539
	56214
	56215
	41291
	41292
	41293
	41294
	41295
	41296
	41297
	41298
	41504
	41505
	41506
	41507
	41540
	41541
	41542
	41543
}

List CostumeHairVnum
{
	56209
	56210
	45001
	45002
	45119
	45120
	45121
	45122
	45123
	45124
	45125
	45126
	45190
	45191
	45192
	45193
	45222
	45223
	45224
	45225
}

List CostumeWingVnum
{
	233650
	233653
	234650
	233666
	233651
	233652
	240000
	240001
	240002
	240003
	240004
	240005
	233931
	233932
	234936	
	234937
	234938
	234939
	234940
	234941
}

List CostumeShiningVnum
{
	233741
	233747
	233748
	233780
	233781
	233782
	233764
	233770
	233755
	233769
	233754
	233776
	240006
	240007
	240008
	240009
	240010
	240011
	240012
	240013
	240014
	240015
	240016
	240017
	233720
	233721
	233722
	233723
	233724
	233725
	233926
	233927
	233928
	233923
	233924
	233925
}
