VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MELEE	RESIST_WIND	RESIST_POISON	RESIST_BLEEDING	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE	DESPAWN_TIME
174	??	PAWN	MONSTER	MELEE	55	100		0	ANIMAL		0	wolf	0	9	12	6	3	30	46	180	6	7	250	250	47200	9	100	200	25	2000	125	200174	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	??	PAWN	MONSTER	MELEE	55	100		0	ANIMAL		0	wolf	0	14	8	16	4	40	49	238	6	7	250	250	47200	13	80	200	25	2000	125	200175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	??	PAWN	MONSTER	MELEE	55	100		0	ANIMAL		0	wolf	0	21	21	10	5	48	59	329	6	7	250	250	47200	17	100	200	25	2000	125	200176	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	??	S_PAWN	MONSTER	MELEE	55	100		0	ANIMAL		0	wolf	0	23	24	12	6	54	66	491	6	12	250	250	47200	20	80	200	25	2000	125	200177	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	??	PAWN	MONSTER	MELEE	55	100		0	ANIMAL		0	wild_boar	0	14	7	10	3	36	44	198	6	7	250	250	47200	11	80	200	30	2000	125	200178	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	??	S_PAWN	MONSTER	MELEE	55	100		0	ANIMAL		0	wild_boar	0	22	9	13	4	42	52	311	3	7	250	250	47200	14	80	200	30	2000	125	200179	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	??	PAWN	MONSTER	POWER	55	100		0	ANIMAL		0	bear	0	20	10	20	5	47	56	305	6	7	250	250	47200	16	100	200	40	2000	125	200180	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	??	S_PAWN	MONSTER	TANKER	55	100		0	ANIMAL		0	bear	0	14	17	34	6	53	64	458	6	7	250	250	47200	19	100	200	40	2000	125	200181	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	??	PAWN	MONSTER	POWER	55	100		0	ANIMAL		0	bear	0	36	14	21	7	60	74	499	6	7	250	250	47200	24	100	200	40	2000	125	200182	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	??	S_PAWN	MONSTER	POWER	55	100		0	ANIMAL		0	bear	0	35	15	23	8	65	79	676	6	12	250	250	47200	26	100	200	40	2000	125	200183	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	??	PAWN	MONSTER	POWER	55	100		0	ANIMAL		0	tiger	0	18	20	27	7	59	72	468	6	12	250	250	47200	22	100	200	50	2000	125	200184	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	??	S_PAWN	MONSTER	POWER	55	100		0	ANIMAL		0	tiger	0	25	17	45	9	71	86	805	10	22	250	250	47200	29	100	200	50	2000	125	200185	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	??	BOSS	MONSTER	MELEE	55	100		0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	mountain_dog_god	0	39	20	30	10	52	96	2940	4	12	250	250	47200	35	100	200	100	2000	125	200191	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	??	BOSS	MONSTER	MELEE	55	100		0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	wild_boar_god	0	30	20	41	10	68	84	3069	14	17	250	250	47200	37	100	200	100	2000	125	200192	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	??	BOSS	MONSTER	TANKER	55	100		0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	bear	0	32	22	43	11	72	88	3385	19	22	250	250	47200	39	100	200	100	2000	125	200193	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	??	BOSS	MONSTER	POWER	55	100		0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	tiger	0	23	45	34	11	67	100	3616	24	27	250	250	47200	41	100	200	100	2000	125	200194	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	??	PAWN	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	49	60	613	6	5	250	250	47200	22	100	200	35	2000	125	200301	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	??	PAWN	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	46	70	506	6	7	250	250	47200	25	60	200	35	2000	125	200302	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	??	S_PAWN	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	47	88	1115	8	12	250	250	47200	30	100	200	35	2000	125	200303	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	??	S_PAWN	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	61	74	1115	8	12	250	250	47200	30	100	200	35	2000	125	200304	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	??	S_PAWN	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	56	69	1450	12	7	250	250	47200	22	110	200	35	2000	125	200331	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	13434828	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	??	S_PAWN	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	53	80	1622	12	7	250	250	47200	25	70	200	35	2000	125	200332	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	13434828	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	??	KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	53	99	3207	10	7	250	250	47200	30	110	200	35	2000	125	200333	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	13434828	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	??	KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	53	99	3207	10	7	250	250	47200	30	110	200	35	2000	125	200334	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	13434828	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	??	S_PAWN	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	59	72	490	6	5	250	250	47200	22	100	200	35	2000	125	200351	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	??	S_PAWN	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	55	84	404	6	7	250	250	47200	25	60	200	35	2000	125	200352	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	??	KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	56	106	892	8	12	250	250	47200	30	100	200	35	2000	125	200353	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354	??	KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	73	89	892	8	12	250	250	47200	30	100	200	35	2000	125	200354	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	??	S_KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bksecond	0	32	16	24	8	44	82	2076	9	17	250	250	47200	28	100	200	100	2000	125	200391	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	??	S_KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkthird	0	36	18	27	9	48	89	2453	14	22	250	250	47200	31	100	200	100	2000	125	200392	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	??	S_KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkfourth	0	38	19	29	10	51	94	2692	19	27	250	250	47200	33	100	200	100	2000	125	200393	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	??	S_KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkboss	0	42	21	31	10	55	101	3069	19	32	250	250	47200	37	100	200	100	2000	125	200394	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	??	S_KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bksecond	0	32	16	24	8	71	86	392	9	17	250	250	47200	28	100	200	100	2000	125	200395	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	??	S_KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkthird	0	36	18	27	9	66	101	324	14	22	250	250	47200	31	100	200	100	2000	125	200396	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	??	S_KNIGHT	MONSTER	MELEE	55	100		0	HUMAN	SLOW	0	bkfourth	0	38	19	29	10	68	127	714	19	27	250	250	47200	33	100	200	100	2000	125	200397	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
