List NeedCount
{
	9900	1487	0.3
	9900	2487	0.3
	9900	488	0.3
	9900	1488	0.3
	9900	2488	0.3
	
	9570	881	0.0010
	9570	882	0.0010
	9570	883	0.0010
	9570	884	0.0010
	9570	885	0.0010
	9570	886	0.0010
	9570	887	0.0010
	9570	888	0.0010
	9900	889	0.3
	
	9570	16007	400
	
	9900	24361	0.0004
	9900	24362	0.0004
	9900	24363	0.0004
	9900	24364	0.0004
	9900	24365	0.0004
	9900	24366	0.0004
	9900	24367	0.0004
	9900	24368	0.0004
	9900	24369	0.0004
	9900	24370	0.0004
	9900	24371	0.0004
	9900	24372	0.0004
	9900	24373	0.0004
	9900	24374	0.0004
	9900	24375	0.0004
	9900	24376	0.0004
	9900	24377	0.0004
	9900	24378	0.0004
	9900	24379	0.0004
	9900	24380	0.0004
	9900	24381	0.0004
	9900	24382	0.05
	9900	24383	0.05
	9900	24384	0.05
	9900	24385	0.05
	9900	24386	0.05
	9900	24387	0.05
	9900	24388	0.05
	9900	24389	0.05
	
	9570	4139	0.0004
	9570	4140	0.0004
	9900	4141	0.0004
	9900	4142	0.0004
	9900	4143	0.0004
	9900	4144	0.0004
	9900	4145	0.0004
	9570	4146	0.0004
	9570	4147	0.0004
	9900	4148	0.0004
	9900	4149	0.0004
	9900	4150	0.0004
	9900	4151	0.0004
	9900	4152	0.0004
	9900	4153	0.0004
	9900	4154	0.05
	9900	4155	0.05
	9900	4156	0.05
	9900	4157	0.05
	
	9900	24482	0.05
	9900	24483	0.05
	9900	24484	0.05
	9900	24485	0.05
	9900	24486	0.05
	9900	24487	0.05
	9900	24488	0.05
	
	240255	48604	400
	240255	48605	400
	
	9570	271	0.0004
	9570	272	0.0004
	9570	273	0.0004
	9570	275	0.0004
	9570	276	0.0004
	9570	277	0.0004
	9570	279	0.0004
	9570	281	0.0004
	9570	282	0.0004
	9900	274	0.025
	9900	278	0.5
	9900	280	0.025
	9900	283	0.05
	9900	2831	0.05
	9570	2830	0.05
	9570	5151	0.0004
	9570	5152	0.0004
	9570	5153	0.0004
	9570	5154	0.0004
	9570	766	0.0004
	9570	767	0.0004
	9570	1766	0.0004
	9570	1767	0.0004
	9570	2766	0.0004
	9570	2767	0.0004
	9570	3766	0.0004
	9570	3767	0.0004
	9570	768	0.05
	9570	7681	0.05
	9570	1768	0.05
	9570	17681	0.05
	9570	2768	0.05
	9570	27681	0.05
	9570	3768	0.05
	9570	37681	0.05
}

List AvailablePetBonus
{
	MAX_HP	200
	ATTBONUS_HUMAN	0.3
	ATTBONUS_UNDEAD	0.5
	ATTBONUS_DEVIL	0.5
	ATTBONUS_MONSTER	0.3
	ATTBONUS_METIN	0.5
	ATTBONUS_BOSS	0.5
	MALL_ITEMBONUS	0.1
	MALL_GOLDBONUS	0.1
	GOLD_DOUBLE_BONUS	0.1
	ITEM_DROP_BONUS	0.1
}

List BonusPerStatPoint
{
	MAX_HP	200
	ATTBONUS_HUMAN	0.3
	ATTBONUS_UNDEAD	0.5
	ATTBONUS_DEVIL	0.5
	ATTBONUS_MONSTER	0.3
	ATTBONUS_METIN	0.5
	ATTBONUS_BOSS	0.5
	MALL_ITEMBONUS	0.1
	MALL_GOLDBONUS	0.1
	GOLD_DOUBLE_BONUS	0.1
	ITEM_DROP_BONUS	0.1
}

List LevelToDisplayedFood
{
	1-10	8044
	10-30	8045
	30-60	8046
	60-100	8047
	100-150	8048
}
